Experimental_Interaction	db	publications
"[{'P03427', 'Q12901'}]"	HPIdb;IntAct	{'28611246'}
"[{'Q12904', 'P03468'}]"	HPIdb	{'26789921'}
"[{'P03427', 'Q12905'}]"	HPIdb;IntAct	"{'25464832', '28611246'}"
"[{'P15682', 'Q12905'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q12905'}]"	HPIdb;IntAct	{'22810585'}
"[{'P05777', 'Q12905'}]"	HPIdb	{'25464832'}
"[{'P03427', 'Q12906'}]"	HPIdb	{'25464832'}
"[{'Q12906', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q12906'}]"	HPIdb;IntAct	"{'22810585', '26789921', '23853584'}"
"[{'P05777', 'Q12906'}]"	HPIdb	{'25464832'}
"[{'A0A2S9PFE9', 'Q12906'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q12907', 'B0B9M4'}, {'Q12907', 'P0DJI4'}]"	IntAct	{'26118995'}
"[{'Q12912', 'A0A6L7H2W2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q12912', 'A0A6L8PL56'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q12912', 'Q81JR3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q12912', 'A0A6L7HNZ8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NID2', 'Q12918'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1D4', 'Q12923'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HC45', 'Q12923'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'Q12923'}]"	Manual	{'31611645'}
"[{'Q8ZMM8', 'Q12923'}]"	Manual	{'31611645'}
"[{'Q5NI85', 'Q12929'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F7RE19', 'Q12929'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q12929', 'A0A5P8YI72'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0E1NXT9', 'Q12931'}, {'Q12931', 'A0A6B3T703'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q12931', 'P03427'}]"	HPIdb;IntAct	{'28611246'}
"[{'I3L0K7', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q12931', 'P06821'}]"	HPIdb	{'26789921'}
"[{'Q12931', 'Q8ZIM0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q00496', 'Q12933'}]"	HPIdb;IntAct	{'20823219'}
"[{'P03508', 'Q12933'}]"	HPIdb	{'20064372'}
"[{'Q12955', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q12959', 'O84951'}]"	Manual	{'31611645'}
"[{'Q12959', 'Q8XAJ5'}]"	HPIdb;IntAct	{'27018634'}
"[{'Q56061', 'Q12959'}]"	Manual	{'31611645'}
"[{'Q12959', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q12965', 'D0ZPH9'}]"	Manual	{'34237247'}
"[{'D0ZVG2', 'Q12965'}]"	Manual	{'34237247'}
"[{'O70274', 'Q5NEC5'}]"	IntAct	{'26714771'}
"[{'Q12982', 'Q8ZAE1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5ZSD5', 'Q12983'}]"	HPIdb;IntAct	{'17360363'}
"[{'P03433', 'Q12996'}]"	HPIdb	{'26789921'}
"[{'P03508', 'Q12996'}]"	HPIdb	{'26789921'}
"[{'Q8CWH7', 'Q12996'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H9A6', 'Q13009'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84951', 'Q13011'}]"	Manual	{'31611645'}
"[{'Q5NEC0', 'Q13011'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NHH2', 'Q13011'}]"	IntAct	{'26714771'}
"[{'Q13015', 'P03468'}]"	HPIdb	{'26789921'}
"[{'P03496', 'Q13015'}]"	HPIdb	{'26789921'}
"[{'Q83A11', 'Q13017'}]"	HPIdb;IntAct	{'29176882'}
"[{'A0A6L8PLI9', 'Q13023'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13029', 'A0A6L7HD37'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H3LAM7', 'Q13033'}]"	IntAct	{'30118682'}
"[{'Q5NEC0', 'Q13042'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13042', 'Q8CWI1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81JW1', 'Q13042'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13042', 'Q5NG10'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13049', 'P06821'}]"	HPIdb	{'26789921'}
"[{'Q13075', 'Q7NVC1'}]"	HPIdb;IntAct	{'21918512'}
"[{'Q13075', 'Q8ZJJ5'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13077'}]"	IntAct	{'23816991'}
"[{'P03508', 'Q13077'}]"	HPIdb	{'20064372'}
"[{'P69974', 'Q13077'}]"	HPIdb;IntAct	{'21911467'}
"[{'P06929', 'Q13084'}]"	HPIdb	{'22898364'}
"[{'Q8CZR4', 'Q13093'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q6KNA9', 'Q13093'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13094', 'A0A2U2H163'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13098', 'A0A3N4B688'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13098', 'O84326'}]"	IntAct	{'26118995'}
"[{'Q13098', 'P12520'}]"	HPIdb;IntAct	{'22190034'}
"[{'Q13098', 'A0A6L8P5K4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13103', 'P60811'}]"	Manual	{'31227708'}
"[{'Q99XU7', 'Q13103'}]"	Manual	{'31227708'}
"[{'Q13103', 'Q99ZN4'}]"	Manual	{'31227708'}
"[{'Q13105', 'P03496'}]"	HPIdb;IntAct	{'23853584'}
"[{'Q13105', 'P03508'}]"	HPIdb;IntAct	{'23853584'}
"[{'Q5NG28', 'Q13106'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q56061', 'Q13112'}]"	Manual	{'31611645'}
"[{'Q8ZMM8', 'Q13112'}]"	Manual	{'31611645'}
"[{'Q60803', 'O53319'}]"	IntAct	{'29165646'}
"[{'Q60803', 'P9WP16'}, {'Q60803', 'P9WP17'}]"	IntAct	{'29165646'}
"[{'Q60803', 'P9WN37'}, {'Q60803', 'P9WN36'}]"	IntAct	{'29165646'}
"[{'Q8D0L3', 'Q13114'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q60803', 'O53850'}]"	IntAct	{'29165646'}
"[{'Q60803', 'O50440'}]"	IntAct	{'29165646'}
"[{'Q60803', 'P9WIT0'}, {'P9WIT1', 'Q60803'}]"	IntAct	{'29165646'}
"[{'Q60803', 'P9WJB8'}, {'Q60803', 'P9WJB9'}]"	IntAct	{'29165646'}
"[{'Q60803', 'P9WNI6'}, {'Q60803', 'P9WNI7'}]"	IntAct	{'29165646'}
"[{'Q60803', 'O07177'}]"	IntAct	{'29165646'}
"[{'Q13118', 'A0A380PDY1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFN3', 'Q13123'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13123', 'A0A380PKN3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZHG3', 'Q13123'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q83D60', 'Q13123'}]"	HPIdb;IntAct	{'29176882'}
"[{'P03496', 'Q13126'}]"	HPIdb	{'20064372'}
"[{'A0A2P0HGH1', 'Q13133'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NF74', 'Q13136'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEX4', 'Q13137'}]"	HPIdb;IntAct	{'20711500'}
"[{'P61417', 'Q13137'}]"	HPIdb;IntAct	{'21911467'}
"[{'A0A3N4B896', 'Q13137'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13137', 'Q83DE4'}]"	HPIdb;IntAct	{'29176882'}
"[{'Q13144', 'P06821'}]"	HPIdb;IntAct	{'28169297'}
"[{'Q13148', 'A0A3Q0PRD7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13148', 'A0A6L7HFV2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13148', 'A0A6L7HSV9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13148', 'A0A0H3L6J6'}]"	IntAct	{'30118682'}
"[{'Q13148', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13148', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q13148', 'P03496'}]"	HPIdb	{'26789921'}
"[{'Q13148', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q13148', 'P06821'}]"	HPIdb	{'26789921'}
"[{'Q13148', 'A0A6L7HL99'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13151'}]"	HPIdb	{'25464832'}
"[{'P15682', 'Q13151'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q13151'}]"	HPIdb;IntAct	{'22810585'}
"[{'P05777', 'Q13151'}]"	HPIdb	{'25464832'}
"[{'Q56061', 'Q13151'}]"	Manual	{'31611645'}
"[{'Q13155', 'P03508'}]"	HPIdb;IntAct	"{'23853584', '20064372'}"
"[{'Q13155', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q13155', 'A0A0H3LBU6'}]"	IntAct	{'30118682'}
"[{'Q13156', 'Q9X6B0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13158', 'Q9X2Y7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13158', 'A0A6L8PF45'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13162', 'A0A6L8NW40'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13162', 'A0A0H2YJY1'}, {'Q13162', 'A0A6B3T0Q3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13162', 'A0A6L8PL93'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13162', 'Q81WM8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13162', 'A0A6L7HG14'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13164', 'A0A380PMW3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13185', 'Q5ZUS4'}]"	HPIdb;IntAct	{'23797873'}
"[{'Q13185', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13190', 'O84952'}]"	Manual	{'31611645'}
"[{'Q13190', 'B0B9M4'}, {'Q13190', 'P0DJI4'}]"	IntAct	{'26118995'}
"[{'Q13190', 'P03496'}]"	HPIdb;IntAct	{'20064372'}
"[{'P03427', 'Q13200'}]"	HPIdb	{'25464832'}
"[{'Q13200', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03468', 'Q13200'}]"	HPIdb	{'26789921'}
"[{'P05777', 'Q13200'}]"	HPIdb	{'25464832'}
"[{'P06821', 'Q13200'}]"	HPIdb	{'26789921'}
"[{'Q5NIP5', 'Q13200'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q2FZB8', 'Q13201'}]"	HPIdb;IntAct	{'26627825'}
"[{'Q5NHT8', 'Q13206'}]"	IntAct	{'26714771'}
"[{'A0A0H2W544', 'Q13207'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13207', 'Q8CLT3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13207', 'Q8ZD27'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13217', 'P03468'}]"	HPIdb	{'26789921'}
"[{'Q13227', 'A0A3N4B2U6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13227', 'A0A6L8P6L1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13227', 'P03118'}]"	HPIdb;IntAct	{'22761572'}
"[{'Q13227', 'P03496'}]"	HPIdb;IntAct	{'23853584'}
"[{'Q13227', 'P03508'}]"	HPIdb;IntAct	{'23853584'}
"[{'Q13227', 'P06929'}]"	HPIdb;IntAct	{'11119584'}
"[{'Q13227', 'P69722'}]"	HPIdb	{'22190034'}
"[{'Q13227', 'A0A5P8YAL1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13227', 'P69976'}]"	HPIdb;IntAct	{'21911467'}
"[{'Q13227', 'Q5NFR9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13227', 'C3GS37'}, {'B7JHN0', 'Q13227'}, {'Q13227', 'A0A2P0HLQ6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13242', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q8D0W1', 'Q13243'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13243', 'D0ZIB5'}]"	Manual	{'34237247'}
"[{'P03427', 'Q13243'}]"	HPIdb	{'25464832'}
"[{'Q13243', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13243', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q7CL81', 'Q13243'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZCT9', 'Q13243'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NFV6', 'Q13247'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13247'}]"	HPIdb	{'25464832'}
"[{'Q13247', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P05777', 'Q13247'}]"	HPIdb	{'25464832'}
"[{'A0A6L8P7D1', 'Q13247'}]"	HPIdb;IntAct	{'20711500'}
"[{'P05777', 'Q13257'}]"	HPIdb	{'25464832'}
"[{'P03427', 'Q13263'}]"	HPIdb;IntAct	"{'25464832', '30833792'}"
"[{'Q13263', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q13263'}]"	HPIdb	{'26789921'}
"[{'Q13263', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q13263', 'P06821'}]"	HPIdb	{'26789921'}
"[{'P06929', 'Q13263'}]"	HPIdb	{'22898364'}
"[{'Q13277', 'A0A656FKU4'}, {'Q13277', 'A0A6B3VCW6'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13283'}]"	HPIdb	{'25464832'}
"[{'Q13283', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13283', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q13285', 'A0A3N4BJ32'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13287', 'A0A3N4AWB6'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13287', 'A0A3N4BEU0'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13287', 'Q7DB50'}]"	HPIdb;IntAct	{'25519916'}
"[{'Q5NGF1', 'Q13287'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13287', 'P03118'}]"	HPIdb;IntAct	{'22761572'}
"[{'Q8ZJ07', 'Q13287'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13287', 'A0A380PGI3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZH00', 'Q13287'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13308', 'O84009'}]"	IntAct	{'26118995'}
"[{'Q13308', 'Q5NIA8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13310', 'D0ZIB5'}]"	Manual	{'34237247'}
"[{'Q13310', 'P03427'}]"	HPIdb	{'25464832'}
"[{'Q13310', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13310', 'P03496'}]"	HPIdb;IntAct	{'22810585'}
"[{'Q13310', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q57159', 'Q13315'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13315', 'Q5NF53'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGV3', 'Q13315'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03433', 'Q13315'}]"	HPIdb;IntAct	{'21994455'}
"[{'Q13315', 'A0A6L8PCK7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13315', 'Q81TE2'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZBC2', 'Q13315'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q0WBF9', 'Q13342'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13342', 'Q8CZQ3'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13347'}]"	HPIdb;IntAct	{'30833792'}
"[{'Q13347', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P05777', 'Q13347'}]"	HPIdb	{'25464832'}
"[{'A0A3N4AWL6', 'Q13352'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q83D60', 'Q13360'}]"	HPIdb;IntAct	{'29176882'}
"[{'H0YJ75', 'P03433'}, {'P03433', 'Q13362'}]"	HPIdb;IntAct	{'20064372'}
"[{'P06465', 'Q13362'}]"	IntAct	{'22898364'}
"[{'Q13363', 'P05777'}]"	HPIdb	{'25464832'}
"[{'Q13367', 'Q5NES6'}]"	IntAct	{'26714771'}
"[{'Q81WH6', 'Q13393'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13405', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13405', 'P03496'}]"	HPIdb	{'26789921'}
"[{'Q13409', 'P12520'}]"	HPIdb;IntAct	{'22190034'}
"[{'Q13416', 'A0A0H2WJE4'}]"	Manual	{'23800426'}
"[{'A0A2S9PIH8', 'Q13418'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q9Z375', 'Q13422'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PLB2', 'Q13422'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0F6B1Q8', 'Q13423'}]"	Manual	{'34237247'}
"[{'Q5NIG9', 'Q13425'}]"	IntAct	{'26714771'}
"[{'Q13427', 'A0A0H2WCN0'}]"	Manual	{'23800426'}
"[{'Q13427', 'P17778'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13427', 'Q62B07'}]"	Manual	{'23800426'}
"[{'Q13427', 'A0A6L7HM02'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13427', 'Q9RMZ3'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13428', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q62M26', 'Q13433'}]"	Manual	{'23800426'}
"[{'Q8D017', 'Q13435'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13435'}]"	HPIdb	{'25464832'}
"[{'Q13435', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03496', 'Q13435'}]"	HPIdb	{'26789921'}
"[{'P05777', 'Q13435'}]"	HPIdb	{'25464832'}
"[{'Q13435', 'Q5NGZ7'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NG89', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEU6', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NH99', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGQ8', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NI66', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13438'}]"	HPIdb	{'25464832'}
"[{'A0A6H3AA11', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WJE4', 'Q13438'}]"	Manual	{'23800426'}
"[{'Q5NHS3', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81JY3', 'Q13438'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13438', 'A0A2B6C3E8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03427', 'Q13439'}]"	HPIdb;IntAct	{'28611246'}
"[{'A0A6L8PXJ9', 'Q13442'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8CWI4', 'Q13444'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8PRU8', 'Q13444'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84008', 'Q13445'}]"	IntAct	{'26118995'}
"[{'P03427', 'Q13445'}]"	HPIdb	{'25464832'}
"[{'P05777', 'Q13445'}]"	HPIdb	{'25464832'}
"[{'A0A0H2XDA5', 'Q13451'}]"	Manual	{'23800426'}
"[{'Q0WGQ5', 'Q13451'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03496', 'Q13451'}]"	HPIdb;IntAct	{'28169297'}
"[{'Q8ZBP8', 'Q13451'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZHG7', 'Q13451'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NID9', 'Q13459'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13467', 'M4NKV9'}]"	IntAct	{'29748286'}
"[{'Q13469', 'Q5NEH1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13469', 'Q8CL29'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13480', 'A0A0H2WCL3'}]"	Manual	{'23800426'}
"[{'Q13480', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'A0A0H2WD43', 'Q13480'}]"	Manual	{'23800426'}
"[{'Q13485', 'A0A6L7HR87'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13485', 'Q62B07'}]"	Manual	{'23800426'}
"[{'A0A6L8PDB5', 'Q13490'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NGX7', 'Q13490'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A0H2WD43', 'Q13490'}]"	Manual	{'23800426'}
"[{'Q13492', 'A0A5P8YCL9'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13492', 'Q8CLE5'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13492', 'Q8ZA84'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13496', 'A0A3N4BBH4'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A5P8YCL9', 'Q13501'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03508', 'Q13501'}]"	HPIdb	{'26789921'}
"[{'P69722', 'Q13501'}]"	HPIdb	{'22190034'}
"[{'P12709', 'Q13501'}]"	BioGrid;HPIdb;IntAct	{'27107014'}
"[{'A0A6H3AL61', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEC0', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6B3T0M9', 'Q13503'}, {'A0A0H2YK87', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7HI94', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8P409', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13503', 'A0A6L8PKS7'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A2C3GDM9', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZGC4', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81KT8', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L8P863', 'Q13503'}]"	HPIdb;IntAct	{'20711500'}
"[{'O84826', 'Q13505'}]"	IntAct	{'26118995'}
"[{'Q13506', 'A0A3N4B6K1'}]"	HPIdb;IntAct	{'20711500'}
"[{'G3V2A3', 'D2TK72'}]"	HPIdb;IntAct	{'27822540'}
"[{'Q13509', 'P15682'}]"	HPIdb	{'25464832'}
"[{'Q13509', 'P03468'}]"	HPIdb	{'26789921'}
"[{'P03496', 'Q13509'}]"	HPIdb	{'26789921'}
"[{'P06821', 'Q13509'}]"	HPIdb	{'26789921'}
"[{'A0A0H2WD43', 'Q13510'}]"	Manual	{'23800426'}
"[{'Q13523', 'Q8ZAA1'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A6L7H5N1', 'Q13535'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03265', 'Q13535'}]"	HPIdb;IntAct	{'19197236'}
"[{'Q13542', 'Q8Z9S7'}]"	HPIdb;IntAct	{'20711500'}
"[{'B7UNX3', 'Q13546'}]"	HPIdb;IntAct	{'24025841'}
"[{'A0A6L7H5I8', 'Q13547'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03433', 'Q13547'}]"	HPIdb	{'26789921'}
"[{'Q13561', 'O84166'}]"	IntAct	{'26118995'}
"[{'Q13561', 'P03508'}]"	HPIdb;IntAct	{'23853584'}
"[{'A0A0H2YFT8', 'Q13561'}, {'Q13561', 'A0A6B3T1W4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13571', 'Q8D0D4'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13571', 'Q8CKI8'}]"	HPIdb;IntAct	{'20711500'}
"[{'P69955', 'Q13573'}]"	HPIdb;IntAct	{'21911467'}
"[{'Q13574', 'A0A0H2YAX0'}, {'A0A6B3T635', 'Q13574'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q5NEC0', 'Q13576'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A4Y1WDL3', 'Q13576'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81QB6', 'Q13576'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13586', 'O84952'}]"	Manual	{'31611645'}
"[{'Q13586', 'Q8ZMM8'}]"	Manual	{'31611645'}
"[{'Q13588', 'Q8ZH69'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13591', 'A0A5P8YGX7'}]"	HPIdb;IntAct	{'20711500'}
"[{'P03433', 'Q13595'}]"	HPIdb	{'26789921'}
"[{'Q13595', 'P15682'}]"	HPIdb	{'25464832'}
"[{'P03508', 'Q13595'}]"	HPIdb	{'26789921'}
"[{'A0A3N4BMJ4', 'Q13595'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13596', 'B0B9M4'}, {'Q13596', 'P0DJI4'}]"	IntAct	{'26118995'}
"[{'Q13596', 'A0A0H2WJE4'}]"	Manual	{'23800426'}
"[{'Q13596', 'Q56061'}]"	Manual	{'31611645'}
"[{'Q13596', 'A0A6L7H7V5'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13610', 'A0A3N4B749'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8ZMM8', 'Q13613'}]"	Manual	{'31611645'}
"[{'Q7ARD3', 'Q13614'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q8D1P8', 'Q13614'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13614', 'Q8ZH40'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13615', 'A0A5P8YGL8'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13616', 'A0A0H2WH45'}]"	Manual	{'23800426'}
"[{'Q13616', 'A0A0H2XDM6'}]"	Manual	{'23800426'}
"[{'Q13616', 'A0A2S9PLH1'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13616', 'A0A0H2WCL3'}]"	Manual	{'23800426'}
"[{'Q13616', 'Q5NI89'}]"	HPIdb;IntAct	{'20711500'}
"[{'A0A3N4AWJ5', 'Q13616'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q83B01', 'Q13616'}]"	HPIdb;IntAct	{'29176882'}
"[{'Q83BP6', 'Q9WTX6'}]"	HPIdb;IntAct	{'29176882'}
"[{'Q13617', 'A0A6L7HKS5'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13617', 'Q5NGN2'}]"	HPIdb;IntAct	{'20711500'}
"[{'P05888', 'Q13617'}]"	HPIdb;IntAct	{'19327355'}
"[{'P69722', 'Q13617'}]"	HPIdb	{'22190034'}
"[{'Q13619', 'P12520'}]"	HPIdb;IntAct	{'22190034'}
"[{'Q13620', 'A0A6B3SX50'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q13621', 'Q5NE94'}]"	HPIdb;IntAct	{'20711500'}
"[{'Q81ZG1', 'Q13625'}]"	HPIdb;IntAct	{'20711500'}
